shard 11: 1/91 (1,7) t=0s
shard 11: 11/91 (8,21) t=1s
shard 11: 21/91 (11,29) t=2s
shard 11: 31/91 (18,35) t=4s
shard 11: 41/91 (3,41) t=6s
shard 11: 51/91 (16,45) t=9s
shard 11: 61/91 (24,49) t=11s
shard 11: 71/91 (23,53) t=13s
shard 11: 81/91 (13,57) t=16s
shard 11: 91/91 (23,60) t=20s
shard 11 done, t=20s
