shard 2: 1/92 (2,3) t=0s
shard 2: 11/92 (9,20) t=3s
shard 2: 21/92 (2,29) t=6s
shard 2: 31/92 (4,35) t=12s
shard 2: 41/92 (23,40) t=18s
shard 2: 51/92 (43,44) t=23s
shard 2: 61/92 (13,49) t=25s
shard 2: 71/92 (14,53) t=27s
shard 2: 81/92 (55,56) t=30s
shard 2: 91/92 (56,59) t=32s
shard 2 done, t=32s
