shard 1: 1/92 (1,3) t=0s
shard 1: 11/92 (7,20) t=1s
shard 1: 21/92 (1,29) t=5s
shard 1: 31/92 (3,35) t=10s
shard 1: 41/92 (21,40) t=17s
shard 1: 51/92 (41,44) t=22s
shard 1: 61/92 (12,49) t=25s
shard 1: 71/92 (13,53) t=27s
shard 1: 81/92 (53,56) t=29s
shard 1: 91/92 (55,59) t=32s
shard 1 done, t=34s
