shard 0: 1/92 (1,2) t=0s
shard 0: 11/92 (3,20) t=1s
shard 0: 21/92 (27,28) t=3s
shard 0: 31/92 (2,35) t=5s
shard 0: 41/92 (19,40) t=7s
shard 0: 51/92 (39,44) t=10s
shard 0: 61/92 (11,49) t=13s
shard 0: 71/92 (12,53) t=19s
shard 0: 81/92 (51,56) t=22s
shard 0: 91/92 (54,59) t=25s
shard 0 done, t=26s
