shard 10: 1/91 (5,6) t=0s
shard 10: 11/91 (5,21) t=1s
shard 10: 21/91 (10,29) t=3s
shard 10: 31/91 (17,35) t=5s
shard 10: 41/91 (2,41) t=7s
shard 10: 51/91 (14,45) t=9s
shard 10: 61/91 (23,49) t=11s
shard 10: 71/91 (22,53) t=14s
shard 10: 81/91 (11,57) t=17s
shard 10: 91/91 (19,60) t=22s
shard 10 done, t=22s
